"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Knowledge and Information Management","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Knowledge and Information Management","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Medicine","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Medicine","SCS level","50","[c]","112190","107490"
"Leaver Dept.","2022","Asian","Medicine","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Delivery","AA/AO","295","[c]","21650","21260"
"Leaver Dept.","2022","Asian","Operational Delivery","EO","510","[c]","27560","27570"
"Leaver Dept.","2022","Asian","Operational Delivery","G6/G7","80","[c]","56070","53610"
"Leaver Dept.","2022","Asian","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Delivery","SEO/HEO","205","[c]","35730","35510"
"Leaver Dept.","2022","Asian","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Other","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Other","EO","35","[c]","28510","27570"
"Leaver Dept.","2022","Asian","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Other","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Policy","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Policy","G6/G7","40","[c]","56050","53600"
"Leaver Dept.","2022","Asian","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Policy","SEO/HEO","115","[c]","36490","35070"
"Leaver Dept.","2022","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Science and Engineering","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Science and Engineering","EO","45","[c]","26140","26880"
"Leaver Dept.","2022","Asian","Science and Engineering","G6/G7","30","[c]","55710","52910"
"Leaver Dept.","2022","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Science and Engineering","SEO/HEO","145","[c]","35730","35300"
"Leaver Dept.","2022","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","AA/AO","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","EO","75","[c]","28500","27570"
"Leaver Dept.","2022","Asian","Unknown","G6/G7","65","[c]","56820","54710"
"Leaver Dept.","2022","Asian","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","SEO/HEO","95","[c]","36050","34550"
"Leaver Dept.","2022","Asian","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data and Technology","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","AA/AO","105","[c]","22080","21260"
"Leaver Dept.","2022","Black","Operational Delivery","EO","235","[c]","28160","27570"
"Leaver Dept.","2022","Black","Operational Delivery","G6/G7","45","[c]","56400","52610"
"Leaver Dept.","2022","Black","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","SEO/HEO","150","[c]","35530","34850"
"Leaver Dept.","2022","Black","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","EO","35","[c]","27850","27570"
"Leaver Dept.","2022","Black","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","SEO/HEO","45","[c]","36910","35070"
"Leaver Dept.","2022","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","SEO/HEO","85","[c]","36900","38580"
"Leaver Dept.","2022","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","G6/G7","[c]","[c]","[c]","[c]"
